pt1filt_X,pt1filt_Y,pt1filt_Z,pt2filt_X,pt2filt_Y,pt2filt_Z,pt3filt_X,pt3filt_Y,pt3filt_Z,pt4filt_X,pt4filt_Y,pt4filt_Z,pt5filt_X,pt5filt_Y,pt5filt_Z,pt6filt_X,pt6filt_Y,pt6filt_Z,pt7filt_X,pt7filt_Y,pt7filt_Z,pt8filt_X,pt8filt_Y,pt8filt_Z,pt9filt_X,pt9filt_Y,pt9filt_Z,pt10filt_X,pt10filt_Y,pt10filt_Z,pt11filt_X,pt11filt_Y,pt11filt_Z,pt12filt_X,pt12filt_Y,pt12filt_Z
23.841084,15.999933,2.085300,25.792916,17.711293,0.842006,24.623340,16.112998,0.418562,24.521454,14.421761,1.381375,23.652982,13.360933,1.040906,23.049845,12.613406,0.378991,24.148894,17.137383,0.521007,22.847649,17.247916,2.025347,21.387405,17.113385,1.913823,20.067745,17.119554,1.703258,1.308848,0.822519,0.929459,-1.129025,-0.812096,-0.045601
24.026863,16.142782,2.021456,25.832166,17.603524,1.088507,24.692845,16.015046,0.723851,24.507761,14.740317,1.409900,23.659587,13.342533,0.950629,23.148418,12.573307,0.298528,23.885123,17.280259,0.886948,22.846662,17.285163,1.920742,21.228497,17.020684,1.842662,20.032752,16.970268,1.645418,1.281935,0.811305,0.832008,-0.949153,-0.728727,0.492050
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.879476,16.068027,2.065290,25.869161,17.758337,0.755755,24.808667,16.007814,0.535542,24.826299,15.015559,1.754702,24.219831,13.506881,2.201389,23.705804,12.381585,2.123369,24.138760,17.233837,0.579177,22.518063,17.049422,1.364677,20.873308,16.985727,0.567187,19.766404,16.936370,-0.043891,1.271013,0.768987,0.859128,-1.127995,-0.797558,0.064917
23.897547,15.949507,2.039362,25.897705,17.763533,0.955238,24.777879,15.954499,0.530435,24.782176,14.920293,1.709698,24.187561,13.498305,2.098668,23.669003,12.404153,2.015709,23.794927,17.125145,0.862590,22.629933,16.993059,1.381407,20.851639,16.945460,0.620317,19.800907,16.923024,0.115186,1.272906,0.765704,0.826354,-0.991965,-0.759961,0.495138
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
