pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z,pt4_X,pt4_Y,pt4_Z,pt5_X,pt5_Y,pt5_Z,pt6_X,pt6_Y,pt6_Z,pt7_X,pt7_Y,pt7_Z,pt8_X,pt8_Y,pt8_Z,pt9_X,pt9_Y,pt9_Z,pt10_X,pt10_Y,pt10_Z,pt11_X,pt11_Y,pt11_Z,pt12_X,pt12_Y,pt12_Z
23.829574,15.998987,2.091445,25.777216,17.764032,0.831708,24.625634,16.116348,0.414544,24.533628,14.407543,1.411490,23.675346,13.373186,1.068342,23.063111,12.597783,0.404086,24.156306,17.135727,0.515017,22.840331,17.243448,2.021929,21.391333,17.123616,1.910464,20.063522,17.120395,1.697535,1.342260,0.864060,0.950637,-1.131405,-0.816149,-0.047151
24.048015,16.144332,2.010840,25.863751,17.478301,1.111744,24.669312,15.988692,0.758323,24.467112,14.783422,1.308885,23.560570,13.304526,0.835198,23.126041,12.604027,0.251229,23.843652,17.290261,0.917235,22.857081,17.292644,1.925059,21.224314,17.011802,1.845638,20.041595,16.969398,1.657742,1.248171,0.763863,0.809044,-0.930087,-0.688785,0.505979
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.796600,16.056185,2.114484,25.830102,17.770893,0.673279,24.871011,16.083670,0.476903,24.867893,15.036352,1.777169,24.225617,13.502008,2.203525,23.689370,12.380350,2.102951,24.166763,17.221521,0.558807,22.486709,17.049186,1.364403,20.895411,16.992626,0.569304,19.757669,16.922500,-0.050910,1.331683,0.855610,0.939499,-1.161388,-0.829850,0.037920
23.958656,15.964372,1.996139,25.918713,17.807033,1.082765,24.682916,15.841584,0.612552,24.762119,14.889550,1.720715,24.188463,13.516421,2.112863,23.683869,12.399438,2.038778,23.705230,17.174270,0.934268,22.641367,16.989353,1.377401,20.813503,16.941162,0.612051,19.808729,16.947007,0.118431,1.228440,0.717314,0.761047,-0.954240,-0.718156,0.528054
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.891304,15.364579,2.010851,25.996063,17.073822,0.666729,24.837692,15.894180,0.274682,24.563819,14.236925,1.161904,23.464131,12.928020,0.338249,22.866840,12.476306,-0.642436,24.179599,16.466698,0.459011,23.034834,16.533042,1.763648,21.357359,16.249799,1.444805,20.055839,16.013957,1.214512,1.352098,0.792861,0.928145,-1.030085,-0.684207,-0.028765
23.983049,15.393635,1.915450,25.875803,17.124623,1.088163,24.782498,15.301328,0.521697,24.526212,14.135521,1.163558,23.447476,12.944521,0.389856,22.913891,12.488769,-0.566344,23.898300,16.640292,0.771598,22.840168,16.447170,1.711397,21.261552,16.144991,1.300648,20.073040,16.022923,1.035342,1.205352,0.728634,0.762718,-0.914316,-0.683819,0.495023
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24.115241,13.759929,1.972356,25.943164,15.532534,0.745859,24.842599,13.963899,0.358120,24.803849,12.605216,1.397223,23.508981,11.682349,0.761395,22.694023,11.208768,-0.139100,24.330805,14.841530,0.558581,22.973909,14.879373,1.645139,21.366072,14.282451,1.089302,20.229665,13.800521,0.630438,1.322996,0.829548,0.859731,-1.172468,-0.725213,0.015040
24.145768,13.755012,1.873841,26.105496,15.346135,0.952185,24.877983,13.712736,0.597797,24.572908,12.495941,1.379566,23.752569,11.340060,0.920914,22.925992,10.759466,0.325867,23.960688,14.797493,0.914969,22.822205,14.794305,1.473331,21.275555,14.088742,0.655312,20.358625,13.705972,0.141983,1.245632,0.767059,0.814884,-1.060929,-0.764402,0.523947
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
