pt1filt_X,pt1filt_Y,pt1filt_Z,pt2filt_X,pt2filt_Y,pt2filt_Z,pt3filt_X,pt3filt_Y,pt3filt_Z,pt4filt_X,pt4filt_Y,pt4filt_Z,pt5filt_X,pt5filt_Y,pt5filt_Z,pt6filt_X,pt6filt_Y,pt6filt_Z,pt7filt_X,pt7filt_Y,pt7filt_Z,pt8filt_X,pt8filt_Y,pt8filt_Z,pt9filt_X,pt9filt_Y,pt9filt_Z,pt10filt_X,pt10filt_Y,pt10filt_Z,pt11filt_X,pt11filt_Y,pt11filt_Z,pt12filt_X,pt12filt_Y,pt12filt_Z
-26.023914,-8.894264,1.003871,-28.198653,-10.039985,0.347906,-26.825860,-8.423670,0.092290,-26.644909,-7.718297,1.182787,-25.714354,-6.509513,2.062318,-25.033612,-5.772621,2.986173,-25.913429,-10.045255,0.280098,-25.442397,-10.527634,1.445162,-24.150546,-10.504836,2.494946,-23.092825,-10.512228,3.353474,-1.495976,0.235651,1.282940,0.909615,0.544032,0.603672
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-26.114312,-8.973837,1.029913,-28.385438,-9.999891,0.330207,-26.882937,-8.517889,0.051669,-26.622061,-7.608695,1.154456,-25.678739,-6.320442,2.004288,-24.919240,-5.569759,2.693576,-26.148407,-9.989380,0.164157,-25.465526,-10.501870,1.499292,-24.227233,-10.439261,2.678353,-23.303891,-10.439501,3.566236,-1.500834,0.238077,1.283290,0.836005,0.556920,0.569351
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-26.086225,-8.965009,1.036606,-28.309821,-10.094353,0.269849,-26.677477,-8.436715,-0.048145,-26.465241,-7.497955,0.926697,-25.332125,-6.152879,1.664272,-24.620098,-5.307738,2.249624,-25.937293,-10.087851,0.131268,-25.029621,-10.506658,1.066561,-23.320892,-10.611516,1.868914,-21.966657,-10.741949,2.463543,-1.514746,0.244999,1.284293,0.938769,0.543146,0.551332
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
