pt1_X+-CI,pt1_Y+-CI,pt1_Z+-CI,pt2_X+-CI,pt2_Y+-CI,pt2_Z+-CI,pt3_X+-CI,pt3_Y+-CI,pt3_Z+-CI,pt4_X+-CI,pt4_Y+-CI,pt4_Z+-CI,pt5_X+-CI,pt5_Y+-CI,pt5_Z+-CI,pt6_X+-CI,pt6_Y+-CI,pt6_Z+-CI,pt7_X+-CI,pt7_Y+-CI,pt7_Z+-CI,pt8_X+-CI,pt8_Y+-CI,pt8_Z+-CI,pt9_X+-CI,pt9_Y+-CI,pt9_Z+-CI,pt10_X+-CI,pt10_Y+-CI,pt10_Z+-CI,pt11_X+-CI,pt11_Y+-CI,pt11_Z+-CI,pt12_X+-CI,pt12_Y+-CI,pt12_Z+-CI
0.081837,0.090046,0.077137,0.163765,0.195146,0.127900,0.126642,0.081174,0.089905,0.022778,0.018824,0.013693,0.110557,0.089390,0.076329,0.051131,0.045761,0.039778,0.027746,0.034943,0.029937,0.048561,0.040459,0.032443,0.058587,0.051144,0.042041,0.089825,0.075274,0.059508,0.123883,0.116300,0.092757,0.017390,0.025903,0.017407
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.053474,0.066408,0.056091,0.088012,0.071240,0.049272,0.076870,0.052157,0.054738,0.119260,0.092255,0.071339,0.054258,0.044830,0.037831,0.035174,0.030148,0.026288,0.031211,0.036571,0.029065,0.054779,0.048821,0.038052,0.042862,0.037453,0.034719,0.050332,0.045221,0.034413,0.103195,0.090902,0.079783,0.042269,0.060415,0.039934
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.071367,0.082784,0.066931,0.138056,0.180032,0.133029,0.050222,0.031988,0.035850,0.082069,0.057672,0.056311,0.084881,0.048854,0.056217,0.070650,0.041016,0.043080,0.011986,0.012227,0.010192,0.069243,0.082926,0.064663,0.114271,0.103297,0.083530,0.183992,0.163106,0.140565,0.115492,0.103982,0.085758,0.041692,0.064603,0.041910
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.062079,0.071220,0.055505,0.151650,0.173017,0.125769,0.054678,0.034049,0.034364,0.057224,0.046387,0.042140,0.036795,0.030268,0.024852,0.040719,0.033566,0.029398,0.023079,0.026657,0.023470,0.095425,0.109223,0.085085,0.059992,0.049548,0.046402,0.051804,0.041780,0.036764,0.147402,0.140196,0.115183,0.040402,0.064920,0.038436
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.104455,0.119205,0.093093,0.171540,0.197665,0.128738,0.070304,0.048025,0.046784,0.018888,0.012825,0.012235,0.059560,0.047495,0.043155,0.045302,0.036031,0.034144,0.015242,0.019012,0.015461,0.046736,0.051557,0.047868,0.052077,0.048507,0.038088,0.050533,0.046713,0.037415,0.089220,0.085978,0.063640,0.040168,0.065463,0.042577
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.044117,0.050961,0.043842,0.152398,0.189723,0.132745,0.069863,0.046395,0.050416,0.089905,0.073566,0.058988,0.096435,0.058479,0.065355,0.051549,0.043146,0.032839,0.042565,0.048575,0.039578,0.031629,0.037502,0.025982,0.038180,0.035865,0.029973,0.042822,0.036226,0.028718,0.112433,0.106533,0.078156,0.041036,0.066271,0.042776
0.062957,0.070530,0.058746,0.155219,0.191997,0.125318,0.087074,0.056305,0.059606,0.031966,0.026254,0.017916,0.047958,0.041202,0.031112,0.061783,0.043969,0.042064,0.015327,0.018670,0.013801,0.046963,0.032654,0.030221,0.118271,0.101697,0.081541,0.133814,0.124764,0.107207,0.142148,0.133132,0.107355,0.039427,0.073651,0.043391
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.054695,0.064464,0.048717,0.153040,0.173434,0.138633,0.080627,0.048959,0.052895,0.045158,0.035499,0.025928,0.063385,0.049927,0.044649,0.046220,0.037013,0.034421,0.017531,0.019303,0.016672,0.049484,0.046203,0.036757,0.040602,0.035517,0.031018,0.053066,0.047361,0.035492,0.104947,0.103065,0.082618,0.041803,0.060479,0.041025
