"","id","treat","amplitude_male","velocity_male","visual_angle","velocity_va","duration","distance_1st","distance","n.waves","treat_n"
"34",1927,"white",17.447235972614,60.2740893979501,4.44408276763571,14.5545588977149,0.333333333333333,26.1396629856754,20.7260613100345,32,0
"35",1927,"1.5x",23.6281804493745,80.5630223030712,5.43400952501654,17.6840362741797,0.386979166666667,29.599515939057,20.3403221114563,80,1.1
"36",1929,"white",42.5204875613535,119.604537827549,4.44632171447641,12.8732025682645,0.395833333333333,27.1912404473676,35.2017478414817,36,0
"37",1929,"0x",33.6555175005747,76.8387822730582,4.31631127158966,9.87041822559143,0.465136054421769,26.1832073803067,29.9904306696751,49,0.1
"38",1929,"1x",27.9640928510977,93.5635103798185,5.7249656119663,20.0478790934953,0.375396825396825,30.6717946797401,21.9030290112442,63,1
"39",1929,"1.5x",32.6011353332471,90.8587252107227,4.03892482262992,11.2437048328594,0.428666666666667,29.951633652127,31.285969297187,50,1.1
"40",1939,"white",19.484452839791,44.3828335176438,1.36792907924409,3.15871560680251,0.473039215686275,26.6962817304812,40.3025745361151,34,0
"41",1939,"0x",35.2715115933383,55.3719577835235,3.6391550671414,5.04336049286218,0.944444444444445,47.5099488967788,45.5183660937993,12,0.1
"42",1939,"1x",19.7699696922418,72.1044634082951,1.90857142496856,6.90462767368701,0.332608695652174,23.6644245968146,36.5090080752575,46,1
"43",1939,"1.5x",28.9513724920065,43.1627210156625,3.53040553411854,4.95934445905795,0.879310344827586,44.9276159719373,44.3147305607714,29,1.1
"44",1946,"white",48.9480467969236,97.4342040676496,6.27214377004917,12.2574027091207,0.544270833333333,31.5514891327661,34.0694945799236,32,0
"45",1946,"0x",34.8300814686044,84.8937746282582,5.77953182028663,14.7348016588979,0.4625,25.9881167766844,29.6590213563676,30,0.1
"46",1946,"1x",23.345613132875,104.861032506595,4.69209698779014,22.8351953952268,0.254022988505747,20.5024435609777,25.0419364904054,29,1
"47",1947,"white",39.3284069806791,109.36569180789,5.48324681000567,15.4171306767652,0.449662162162162,30.5187627992536,30.1774792309349,74,0
"48",1947,"1x",32.0404569471184,95.5635738588731,3.8935788868757,12.3610666156993,0.420689655172414,28.4610405061039,33.9241511408274,87,1
"49",1947,"1.5x",28.6182572153964,113.098659603898,7.80989243183887,32.0993574979342,0.307010582010582,29.88803899068,17.5042904667926,63,1.1
"50",1949,"white",13.8994575762781,164.893494351926,1.32248421804003,16.0785907404891,0.103333333333333,28.5913663567625,29.0626429448918,15,0
"51",1949,"0x",15.101130722015,66.1090430615252,4.2433854173996,16.8870731161443,0.358333333333333,21.7582919503166,21.8062865451666,6,0.1
"52",1949,"1x",9.65476212749291,25.1314058221236,3.64698236430883,9.95773042055713,0.426851851851852,17.4946901198553,16.8022644212854,9,1
"53",1949,"1.5x",21.51414072005,31.1766531238667,8.17549951426981,12.2429569414187,0.724999999999999,23.5390362687121,23.4270967585128,4,1.1
"54",1967,"white",41.3350706239621,177.183996920559,4.37071483574029,19.4643654210415,0.293315018315018,24.8661107387714,35.5168903615625,91,0
"55",1967,"1x",24.3922391748914,77.6815809299366,10.4800249639802,28.6181837140052,0.386373873873874,35.8828503291128,22.032206400432,74,1
"56",1967,"1.5x",43.0865272429524,115.921350612651,5.00645734071879,13.67304438674,0.404304029304029,44.1480158905934,35.2756230878796,91,1.1
"57",1972,"white",21.808447182842,89.202104272878,3.44914109118263,12.185080686608,0.348358585858586,34.0012335630076,34.4463822830473,66,0
"58",1972,"0x",36.4730833769116,126.35185282106,7.02159168715484,29.7033509603911,0.421969696969697,32.9167857042911,28.4167893533039,22,0.1
"59",1974,"white",18.2092119674834,53.526384672314,2.52723955846306,7.65664059218357,0.392857142857143,24.7755140670726,27.320518926948,28,0
"60",1974,"0x",24.7157007941193,61.4601537385728,3.13326961195938,7.87416979501157,0.441056910569106,21.9890473516658,29.3847440326436,41,0.1
"61",1974,"1x",23.4163451335325,48.795740565037,2.27724245151325,4.64035678693753,0.545402298850575,33.3194272280146,35.995786360401,29,1
"62",1974,"1.5x",23.9344045226809,47.9701134147338,3.72953388725195,6.99192579212471,0.721666666666667,32.8288991429058,31.1448422054573,35,1.1
"63",1984,"white",25.105882378893,55.5893876039734,3.12289830457265,7.1431161644982,0.590948275862069,48.4761805319936,38.6754099026802,58,0
"64",1988,"white",23.0864230650958,40.2971601671801,6.71547820424442,11.2391756449904,0.678921568627451,28.4037975144141,28.5284592916984,17,0
"65",1988,"0x",46.8266117140884,117.615995043576,4.01839643445909,9.94882849689584,0.431891025641026,29.5745532276924,37.3062818962276,52,0.1
"66",1988,"1.5x",40.6419412033267,102.644079774231,6.14282631756575,15.0834827411495,0.49297385620915,22.3720371667066,23.8153898731077,51,1.1
