"","id","treat","amplitude_male","velocity_male","visual_angle","velocity_va","duration","distance_1st","distance","n.waves","treat_n"
"1",1854,"white",25.7391458768696,53.0329728535768,4.59483021372823,9.70485474425102,0.562271062271062,20.9868151907691,31.2590668385958,91,0
"2",1854,"0x",10.4096176514179,18.9368589460316,1.43765070515881,2.51095524735425,0.575,41.5522405218752,41.5432151822411,10,0.1
"3",1854,"1x",30.3766586610143,109.118864693613,3.12460758711633,11.4485010740842,0.32258064516129,22.1871701269212,32.447849910181,62,1
"4",1854,"1.5x",32.4018217539806,90.6688062477145,5.06256534262538,13.4434743399521,0.406818181818182,25.064697608791,26.5309258379793,55,1.1
"5",1856,"white",23.991440493394,69.8135843052708,2.22702710609658,7.25137338758031,0.450657894736842,35.0173203755075,42.7657350173925,38,0
"6",1856,"0x",26.3863873694872,124.646292926174,3.11078977169069,13.9997069435892,0.208333333333333,40.8853803800661,40.9470349160642,2,0.1
"7",1856,"1x",33.305336155029,181.375565729093,4.83429635066205,13.4001520856237,0.498958333333333,20.8000946270796,33.6964902942734,8,1
"8",1858,"white",35.1541875873304,126.357004064701,4.81697554182095,17.3616196765456,0.367578125,34.8098629999138,29.1595640221355,64,0
"9",1858,"0x",36.7351813582734,95.1745503260671,4.95025152072343,12.7610792408335,0.484677419354839,35.0466802170306,30.6657775693729,62,0.1
"10",1858,"1x",26.4674833466199,138.507162143947,3.26902689296823,16.9557972964461,0.328535353535353,34.2675036761964,31.8937558305208,33,1
"11",1858,"1.5x",21.4780772935302,68.253926355622,6.51785979911987,19.7768114905068,0.543390804597701,20.5347980302241,17.1819679004763,29,1.1
"12",1863,"white",9.83076920511302,42.7849102944772,3.38054760202676,8.98354551753328,0.5,30.833585565595,32.1455396337167,9,0
"13",1863,"0x",22.1017266043092,63.3024815207154,8.86047882391248,25.8699713144853,0.403735632183908,27.5025764808372,18.557622550364,58,0.1
"14",1863,"1x",28.5919105934947,96.299782540588,6.79038265625974,22.4452910652331,0.353333333333333,24.1347119758695,17.4876832851038,45,1
"15",1863,"1.5x",29.6485354550714,84.6214051056431,4.62773368530225,13.0330075482446,0.449305555555556,29.2827224577891,26.9597381366633,48,1.1
"16",1864,"white",33.2641713417896,74.6139728265555,3.9754841293812,8.78959599193283,0.530063291139241,29.6798802379572,33.774691573477,79,0
"17",1864,"0x",22.3640196741851,49.4683659992811,3.55368815738885,7.78952317061469,0.551136363636364,26.2703929109671,27.006245618465,22,0.1
"18",1864,"1x",29.4098544513627,67.6178317183639,3.59348171976,8.06309491442782,0.475961538461538,25.9055934867042,32.1430207973627,26,1
"19",1864,"1.5x",29.3996859562586,70.9162069053955,7.42841582000681,17.5807753024808,0.473049645390071,28.0424787192699,20.5930470320032,47,1.1
"20",1866,"white",27.6935394416812,41.8530693547018,3.38100607892529,5.31946155976269,0.783088235294118,32.8720974517843,34.8549865982947,34,0
"21",1866,"0x",29.4746723821801,37.4007326359855,4.55051562169543,5.99188940928722,1.04146341463415,28.0522837381644,25.3056679014233,41,0.1
"22",1866,"1x",25.3322456067165,50.5424854049663,4.48961668138798,7.75397199235367,0.784166666666667,44.0427617481161,42.2738963117446,40,1
"23",1866,"1.5x",25.2000132430483,80.2730316354471,4.87956448877081,15.6552811150243,0.411151960784314,13.8557750418033,22.7884947449393,68,1.1
"24",1867,"white",36.1761861023251,62.8056326036086,3.22352444852976,6.00502814905516,0.863181818181818,45.6307335168957,41.8010455956822,55,0
"25",1867,"0x",47.0635214433347,139.862351078118,3.95248995500139,11.5205835392331,0.368137254901961,44.7092345719228,43.3110401856706,68,0.1
"26",1867,"1x",30.1488584880127,35.6044045282711,6.00229172470793,7.21086252416766,0.9375,31.2930695900811,32.5621693829228,16,1
"27",1867,"1.5x",34.0138329619628,88.7837991561044,3.36142583140059,8.04024237741713,0.564080459770115,28.7981506689419,36.8635564582426,29,1.1
"28",1894,"1x",14.0832142985324,73.9085577338268,14.9141380772876,81.761010331787,0.342083333333333,25.009435015001,10.6313317927771,20,1
"29",1894,"1.5x",21.2161503993173,59.0716550925949,14.0707022969906,38.9752524384853,0.456510416666667,17.009849801672,10.7966947930433,64,1.1
"30",1895,"white",33.5609374340476,54.2686174522279,5.69145742149192,9.37876807991911,0.685374149659864,14.7057409891469,26.2667071543916,49,0
"31",1895,"0x",26.2125387716047,54.4599755629282,3.90752320211688,8.33361283279234,0.616477272727273,26.6201463509472,28.3409475435074,44,0.1
"32",1895,"1x",36.321295151814,123.100289235441,3.76873879497022,11.8808379479598,0.453541666666667,29.9607358133074,39.7277241780371,40,1
"33",1895,"1.5x",37.3960158917014,101.990566978173,4.56547013656651,12.7875802231855,0.434009009009009,11.3790175784215,34.8020467940971,74,1.1
