"","leg","start","end","duration","amplitude.male","velocity.male","visual.angle","visual.velocity","distance","id","treat"
"49","right",829,856,0.225,29.7062868578227,132.027941590323,4.60569580877122,20.4697591500943,25.968252935003,"1854","1.5x"
"50","right",856,905,0.408333333333333,-27.5312876081696,67.423561489395,6.44838069951754,15.7919527335123,25.9564114867294,"1854","1.5x"
"51","right",911,1012,0.841666666666667,55.566358372004,66.0194356895097,9.5927818631567,11.3973645898891,25.9174344262483,"1854","1.5x"
"52","right",1020,1049,0.241666666666667,-29.833848211243,123.45040639135,4.36123347532499,18.0464833461724,26.5112611523582,"1854","1.5x"
"53","right",1063,1101,0.316666666666667,31.3530871702775,99.0097489587712,4.18040244075337,13.2012708655369,26.8366334646216,"1854","1.5x"
"54","right",1101,1179,0.65,-53.4852396493155,82.2849840758701,8.51502284006606,13.1000351385632,26.9521814548205,"1854","1.5x"
"55","right",1184,1233,0.408333333333333,45.0104515637685,110.229677299025,7.84462718526207,19.2113318822745,26.9356818998295,"1854","1.5x"
"56","right",1238,1264,0.216666666666667,-26.9863518176831,124.552393004691,3.20935764419527,14.8124198962859,27.3673307432067,"1854","1.5x"
"57","right",1279,1299,0.166666666666667,26.2026812710662,157.216087626397,2.84742346185278,17.0845407711167,27.5903275067417,"1854","1.5x"
"58","right",1305,1389,0.7,-43.7477329968541,62.4967614240773,7.08932039456596,10.1276005636657,27.4837422956576,"1854","1.5x"
"59","right",1426,1492,0.55,45.3135598379279,82.3882906144144,8.43022555705775,15.3276828310141,27.5337998195543,"1854","1.5x"
"60","right",1525,1546,0.175,11.345355037003,64.830600211446,1.14749461120056,6.55711206400319,28.2058215766932,"1854","1.5x"
"61","right",1555,1586,0.258333333333333,-13.8949761795291,53.7870045659191,1.53233158227656,5.93160612494151,28.5402086718463,"1854","1.5x"
"62","right",1600,1624,0.2,18.3840436589305,91.9202182946523,1.99099502793996,9.95497513969982,29.0725562355774,"1854","1.5x"
"63","right",1640,1701,0.508333333333333,-44.2187740384882,86.987752206862,9.25630319559636,18.2091210405174,29.0921536601865,"1854","1.5x"
"64","right",1708,1752,0.366666666666667,19.6600646173642,53.6183580473568,6.28068582747976,17.1291431658539,28.9661167925546,"1854","1.5x"
"65","right",1759,1823,0.533333333333333,-20.9102520699376,39.2067226311331,6.19902792446466,11.6231773583712,29.0894597772461,"1854","1.5x"
"66","left",57,78,0.175,15.5856604918151,89.0609170960865,1.97712432409227,11.2978532805272,22.6341759676279,"1854","1x"
"67","left",84,89,0.0416666666666667,-7.37677859990791,177.04268639779,0.98980980866737,23.7554354080169,23.219400811989,"1854","1x"
"68","left",103,125,0.183333333333333,20.1231944020879,109.762878556843,2.57389610124778,14.0394332795334,23.4702959713664,"1854","1x"
"69","left",137,148,0.0916666666666667,-9.13863443613696,99.6941938487669,1.32165204860208,14.4180223483863,24.202392921778,"1854","1x"
"70","left",148,170,0.183333333333333,7.53980758847937,41.1262232098875,0.759551384200255,4.14300755018321,24.1677084301981,"1854","1x"
"71","left",170,180,0.0833333333333333,-11.9882765901656,143.859319081987,1.54477710153147,18.5373252183776,24.5146978112535,"1854","1x"
"72","left",190,221,0.258333333333333,16.9773614548294,65.7188185348235,1.70416963010276,6.59678566491389,24.926885443124,"1854","1x"
"73","left",232,252,0.166666666666667,-19.4416369153229,116.649821491937,2.69022281170711,16.1413368702427,26.0776644848557,"1854","1x"
"74","left",272,330,0.483333333333333,28.9630924111973,59.9236394714426,3.78445659880785,7.82991020443004,26.0626499831001,"1854","1x"
"75","left",365,420,0.458333333333333,-46.4600411168465,101.367362436756,6.36786467539071,13.8935229281252,27.9578598816424,"1854","1x"
"76","left",427,487,0.5,56.7246595441857,113.449319088371,7.12240697827117,14.2448139565423,27.8911925715764,"1854","1x"
"77","left",532,584,0.433333333333333,-38.5651696048442,88.9965452419481,4.64256877835264,10.7136202577369,29.9562386645715,"1854","1x"
"78","left",584,627,0.358333333333333,31.9094490629279,89.0496252918919,3.35124764413588,9.35231900689082,30.1889647968168,"1854","1x"
"79","left",652,664,0.1,12.627845467701,126.27845467701,1.25304503544852,12.5304503544852,31.2227886894667,"1854","1x"
"80","left",702,725,0.191666666666667,17.9703122667882,93.7581509571558,1.16332935206326,6.06954444554745,32.2105415675127,"1854","1x"
"81","left",735,775,0.333333333333333,-40.5102443823163,121.530733146949,4.56510451038999,13.69531353117,33.0465663862772,"1854","1x"
"82","left",785,831,0.383333333333333,29.3679545106611,76.6120552452028,3.2870158754098,8.57482402280818,33.216753445478,"1854","1x"
"83","left",837,885,0.4,-34.9444790150207,87.3611975375516,3.97166279668431,9.92915699171077,33.7289843867394,"1854","1x"
"84","left",885,955,0.583333333333333,34.7040496307936,59.492656509932,3.7361089304275,6.40475816644714,33.5978489769667,"1854","1x"
"85","left",970,1002,0.266666666666667,-24.6652449968876,92.4946687383286,2.72028827820112,10.2010810432542,35.0134670250761,"1854","1x"
"86","left",1019,1058,0.325,24.7770214877092,76.2369891929515,2.64820888161831,8.14833502036402,35.8893710565412,"1854","1x"
"87","left",1066,1085,0.158333333333333,-22.030653311575,139.140968283631,2.12594088376175,13.4269950553373,36.1641493779737,"1854","1x"
"88","left",1104,1160,0.466666666666667,24.2009420752601,51.859161589843,2.82940001048111,6.06300002245953,36.9697607792097,"1854","1x"
"89","left",1186,1226,0.333333333333333,-36.678058499723,110.034175499169,3.8430385644415,11.5291156933245,38.8801457133855,"1854","1x"
"90","left",1245,1278,0.275,25.0560396384951,91.1128714127095,2.45561223855265,8.92949904928237,39.2326252920822,"1854","1x"
"91","left",1282,1326,0.366666666666667,-34.1877180985828,93.2392311779531,3.26447516280829,8.90311408038624,39.2688050646379,"1854","1x"
"92","left",1342,1411,0.575,35.3100121351825,61.4087167568392,3.23719022620991,5.62989604558244,39.566337245959,"1854","1x"
"93","left",1429,1450,0.175,-10.7930896513668,61.6747980078104,0.746448267070967,4.26541866897695,41.2304238473618,"1854","1x"
"94","left",1456,1503,0.391666666666667,16.3920705930366,41.8520951311574,1.20530994701054,3.07738709875031,41.8878881083659,"1854","1x"
"95","left",1511,1634,1.025,-45.0455490617726,43.9468771334367,5.01811780799262,4.89572469072451,42.9736989206589,"1854","1x"
"96","right",23,60,0.308333333333333,31.2992200170482,101.510983839075,3.49058962364752,11.3208312118298,22.1871701269212,"1854","1x"
"97","right",86,97,0.0916666666666667,-6.62738573413733,72.2987534633163,1.26998361014043,13.8543666560775,23.3103608338874,"1854","1x"
"98","right",110,123,0.108333333333333,13.3577136438943,123.301972097486,1.47005034810671,13.5696955209851,23.6406315373479,"1854","1x"
"99","right",137,148,0.0916666666666667,-15.9914668681001,174.45236583382,2.04256251071723,22.2825001169152,24.202392921778,"1854","1x"
"100","right",148,210,0.516666666666667,19.2702867490786,37.297329191765,2.33829763524825,4.525737358545,24.1677084301981,"1854","1x"
"101","right",237,261,0.2,-19.1685696355629,95.8428481778145,2.65997851441024,13.2998925720512,25.9638222025499,"1854","1x"
"102","right",272,290,0.15,13.0071891442832,86.7145942952216,1.82624545332113,12.1749696888076,26.0626499831001,"1854","1x"
"103","right",344,347,0.025,12.6377001716196,505.508006864783,1.21571336781737,48.6285347126949,27.8307228202616,"1854","1x"
"104","right",365,420,0.458333333333333,-43.4385896979339,94.7751047954921,5.63455487799146,12.2935742792541,27.9578598816424,"1854","1x"
"105","right",427,487,0.5,48.5271675561968,97.0543351123937,6.53075790402159,13.0615158080432,27.8911925715764,"1854","1x"
"106","right",536,584,0.4,-43.003559583094,107.508898957735,5.19466207663122,12.9866551915781,29.9311217954357,"1854","1x"
"107","right",584,619,0.291666666666667,40.6242501918854,139.283143515036,4.64335757574324,15.920083116834,30.1889647968168,"1854","1x"
"108","right",624,636,0.1,-14.2181921574134,142.181921574134,1.49498348848465,14.9498348848465,30.5420793184365,"1854","1x"
"109","right",652,684,0.266666666666667,24.9920184855924,93.7200693209715,2.31325991920525,8.67472469701968,31.2227886894667,"1854","1x"
"110","right",733,770,0.308333333333333,-35.119913993325,113.902423762135,4.20298750773417,13.6313108358946,33.1429760061096,"1854","1x"
"111","right",775,818,0.358333333333333,44.0751638088409,123.000457140951,4.61034374093284,12.8660755560916,33.0791223958002,"1854","1x"
"112","right",823,882,0.491666666666667,-42.3173340325177,86.0691539644428,3.88375573719204,7.89916421123805,33.5840782552263,"1854","1x"
"113","right",885,942,0.475,45.633199424062,96.069893524341,4.54402562624796,9.56636973946938,33.5978489769667,"1854","1x"
"114","right",951,1000,0.408333333333333,-45.630775214475,111.748837259939,4.01182085852201,9.82486740862533,34.71581189777,"1854","1x"
"115","right",1000,1047,0.391666666666667,43.4046384630779,110.820353522752,3.87917503443195,9.90427668365604,35.0563182259801,"1854","1x"
"116","right",1053,1079,0.216666666666667,-36.4761355809236,168.351394988878,3.00800573566522,13.8831033953779,36.2976063204655,"1854","1x"
"117","right",1091,1125,0.283333333333333,39.6469186598134,139.930301152283,3.26493779575868,11.5233098673836,36.6458248041332,"1854","1x"
"118","right",1144,1160,0.133333333333333,-16.2587996959316,121.940997719487,1.18379264866882,8.87844486501618,38.2149633780637,"1854","1x"
"119","right",1164,1195,0.258333333333333,18.7281844480398,72.4961978633797,1.06435457184254,4.12008221358402,38.3180897006017,"1854","1x"
"120","right",1195,1226,0.258333333333333,-39.5501169862514,153.097227043554,3.3952891897897,13.1430549282182,38.724495824343,"1854","1x"
"121","right",1231,1278,0.391666666666667,39.5938774354348,101.090750898983,2.93203386174116,7.48604390231787,38.8915220446631,"1854","1x"
"122","right",1282,1326,0.366666666666667,-60.1093003858289,163.934455597715,5.10730464869504,13.9290126782592,39.2688050646379,"1854","1x"
"123","right",1331,1390,0.491666666666667,64.384037332518,130.950584405121,5.74739700218768,11.6896210213987,39.3527283046923,"1854","1x"
"124","right",1407,1429,0.183333333333333,-31.8888143357256,173.938987285776,2.75212710957965,15.011602415889,41.3192086413825,"1854","1x"
"125","right",1443,1482,0.325,50.007878467325,153.870395284077,3.44147534404364,10.5891549047497,41.5582915918846,"1854","1x"
"126","right",1490,1597,0.891666666666667,-69.2489781346996,77.6624053847099,4.95615410118506,5.55830366488044,42.7266000223392,"1854","1x"
"127","right",1612,1671,0.491666666666667,35.0604139066362,71.3093164202771,2.71564832782667,5.52335253117288,42.8026534431512,"1854","1x"
"128","left",24,42,0.75,-22.7308228707817,30.3077638277089,3.63989774181012,4.85319698908015,21.0174516914831,"1854","white"
"129","left",47,59,0.5,23.2525608525936,46.5051217051872,3.41719598260417,6.83439196520833,21.0187934818555,"1854","white"
"130","left",70,90,0.833333333333333,-42.6916064729114,51.2299277674936,6.16429766734479,7.39715720081375,21.1338754939152,"1854","white"
"131","left",91,103,0.5,39.0422255107652,78.0844510215305,5.13880325506533,10.2776065101307,21.2459612097116,"1854","white"
"132","left",105,113,0.333333333333333,-40.3725988153997,121.117796446199,6.31420905299959,18.9426271589988,21.5802316955122,"1854","white"
"133","left",113,125,0.5,25.2264005653974,50.4528011307949,5.13993253959234,10.2798650791847,21.7990708909628,"1854","white"
"134","left",125,155,1.25,-21.2925550019392,17.0340440015513,7.52012566297808,6.01610053038247,22.18227277176,"1854","white"
"135","left",158,171,0.541666666666667,13.9250564246263,25.7077964762332,3.89654437164804,7.19362037842715,22.1324766512852,"1854","white"
"136","left",171,182,0.458333333333333,2.50584393500011,5.46729585818205,6.40532586796539,13.9752564391972,21.7833092274948,"1854","white"
"137","left",184,198,0.583333333333333,23.7639183018759,40.7381456603587,9.75344995964167,16.7201999308143,21.4652819311348,"1854","white"
"138","left",198,232,1.41666666666667,-23.8928894659046,16.8655690347562,8.96309175306532,6.3268882962814,21.7087450275002,"1854","white"
"139","left",232,248,0.666666666666667,39.829242446127,59.7438636691904,10.9903331406114,16.4854997109171,21.6684939953855,"1854","white"
"140","left",278,288,0.416666666666667,-36.1545683470118,86.7709640328282,4.75390133914243,11.4093632139418,25.0965044471423,"1854","white"
"141","left",288,301,0.541666666666667,43.0846231681435,79.5408427719573,5.27350134303121,9.73569478713454,25.4744567955473,"1854","white"
"142","left",301,330,1.20833333333333,-40.1952082365024,33.264999919864,5.03609487500956,4.16780265518032,28.0498030849143,"1854","white"
"143","left",347,359,0.5,29.7085451120888,59.4170902241776,3.96292378403667,7.92584756807334,29.0670568899233,"1854","white"
"144","left",359,386,1.125,-18.4756826793796,16.4228290483374,2.43321399302264,2.16285688268679,30.4062545370471,"1854","white"
"145","left",390,395,0.208333333333333,14.6580833600671,70.3588001283222,1.83857229101068,8.82514699685129,33.9604794033836,"1854","white"
"146","left",397,437,1.66666666666667,-36.2941645253865,21.7764987152319,3.61896080061598,2.17137648036959,34.5094876152308,"1854","white"
"147","left",437,450,0.541666666666667,31.0046138507532,57.2392871090828,3.55346102182716,6.560235732604,34.5602176151452,"1854","white"
"148","left",451,470,0.791666666666667,-33.5565953934804,42.3872783917647,3.17825451064302,4.01463727660171,34.9389943795096,"1854","white"
"149","left",474,485,0.458333333333333,32.9879435959173,71.9736951183651,2.86415360676087,6.24906241475099,35.1440299416762,"1854","white"
"150","left",509,526,0.708333333333333,-33.9792186346782,47.9706616018986,3.44375514986658,4.86177197628223,37.2794721343076,"1854","white"
"151","left",550,567,0.708333333333333,27.6414253654123,39.0231887511703,2.99725246665922,4.23141524704831,37.2115481376768,"1854","white"
"152","left",590,604,0.583333333333333,-32.6502762366816,55.9719021200256,3.69902153411622,6.34117977277066,38.7954480605219,"1854","white"
"153","left",605,620,0.625,40.5885541693726,64.9416866709962,4.61456130207245,7.38329808331593,39.381443340763,"1854","white"
"154","left",636,649,0.541666666666667,-23.1813494993585,42.7963375372773,1.71800062132329,3.17169345475068,39.3057776252505,"1854","white"
"155","left",681,701,0.833333333333333,23.1103835895651,27.7324603074781,2.1328276275456,2.55939315305472,39.2212026551691,"1854","white"
"156","left",703,723,0.833333333333333,-27.1759299511787,32.6111159414144,3.32247053430585,3.98696464116702,38.5795857589176,"1854","white"
"157","left",732,746,0.583333333333333,28.950959602714,49.6302164617954,2.83234342107294,4.85544586469647,38.4466455427024,"1854","white"
"158","left",747,759,0.5,-23.6867551405964,47.3735102811929,2.38307568974548,4.76615137949095,38.4564417129694,"1854","white"
"159","left",765,773,0.333333333333333,26.9915530263794,80.9746590791383,2.5803809823679,7.74114294710369,38.4740685654171,"1854","white"
"160","left",788,803,0.625,-30.5480099247675,48.876815879628,3.39546162117252,5.43273859387604,38.6944901227068,"1854","white"
"161","left",810,824,0.583333333333333,16.3877612080557,28.0933049280956,2.46344508424341,4.22304871584584,38.4491887982944,"1854","white"
"162","right",17,43,1.08333333333333,-59.2364160028028,54.6797686179719,6.74309960789373,6.22439963805575,20.9868151907691,"1854","white"
"163","right",47,60,0.541666666666667,42.7682363889624,78.9567441026997,5.03122554814607,9.28841639657736,21.0187934818555,"1854","white"
"164","right",60,87,1.125,-63.5129891985867,56.4559903987437,8.38887212325698,7.45677522067287,21.1933563546651,"1854","white"
"165","right",87,99,0.5,61.5127025896209,123.025405179242,8.32526371646668,16.6505274329334,21.1202104652541,"1854","white"
"166","right",99,114,0.625,-54.9404531881325,87.9047251010119,11.4410820648003,18.3057313036804,21.3633883269963,"1854","white"
"167","right",120,131,0.458333333333333,39.2810123960411,85.7040270459079,8.91500997899102,19.4509308632531,22.0253483229027,"1854","white"
"168","right",131,143,0.5,-34.1319583761322,68.2639167522644,10.4731114948844,20.9462229897688,22.1081468373476,"1854","white"
"169","right",143,155,0.5,-4.51689587475593,9.03379174951185,5.96807562961466,11.9361512592293,22.1282234321764,"1854","white"
"170","right",155,159,0.166666666666667,2.77048277665307,16.6228966599184,4.58727864680225,27.5236718808135,22.0862465852179,"1854","white"
"171","right",159,163,0.166666666666667,2.76371391069142,16.5822834641485,5.31575272118966,31.894516327138,22.058674019527,"1854","white"
"172","right",163,168,0.208333333333333,8.50272816576449,40.8130951956695,6.93646002289942,33.2950081099172,22.1140561517383,"1854","white"
"173","right",168,177,0.375,-0.687979189439385,1.83461117183836,8.40825401677946,22.4220107114119,21.9892399605498,"1854","white"
"174","right",177,186,0.375,-10.5741176864758,28.1976471639354,8.51734990560909,22.7129330816242,21.4862444914346,"1854","white"
"175","right",193,203,0.416666666666667,15.1259671092714,36.3023210622515,9.79912356551243,23.5178965572298,21.730605712721,"1854","white"
"176","right",203,229,1.08333333333333,-21.6782110875134,20.0106563884739,10.4024679798314,9.60227813522899,21.6960263883234,"1854","white"
"177","right",229,246,0.708333333333333,35.9716243532294,50.7834696751474,12.6438466505714,17.8501364478656,21.7173291561633,"1854","white"
"178","right",276,288,0.5,-39.3134411722564,78.6268823445128,5.32508537023654,10.6501707404731,24.6458731939989,"1854","white"
"179","right",288,298,0.416666666666667,42.6602112442311,102.384506986155,4.97731639713459,11.945559353123,25.4744567955473,"1854","white"
"180","right",298,311,0.541666666666667,-48.8441603290201,90.1738344535756,5.62733360007592,10.3889235693709,27.2724742928474,"1854","white"
"181","right",311,319,0.333333333333333,35.8936582257135,107.68097467714,4.34543469121087,13.0363040736326,28.4312875186931,"1854","white"
"182","right",319,349,1.25,-22.26076695004,17.808613560032,3.13136837165975,2.5050946973278,29.0354742679566,"1854","white"
"183","right",349,356,0.291666666666667,15.4120440312393,52.8412938213919,2.29710577341016,7.87579122312054,29.4520388413158,"1854","white"
"184","right",356,362,0.25,-25.0803572071019,100.321428828408,2.73633936029047,10.9453574411619,30.3321705036646,"1854","white"
"185","right",362,369,0.291666666666667,30.7916956441657,105.571527922854,3.25153387025156,11.1481161265768,30.5998212076476,"1854","white"
"186","right",379,387,0.333333333333333,-39.3952065930539,118.185619779162,3.83211363074444,11.4963408922333,33.3580217857626,"1854","white"
"187","right",387,395,0.333333333333333,33.739057988647,101.217173965941,3.51606555595795,10.5481966678739,33.5683179908251,"1854","white"
"188","right",395,433,1.58333333333333,-45.9737267358578,29.0360379384365,5.33840529657273,3.37162439783541,34.3733538643346,"1854","white"
"189","right",436,442,0.25,51.0870226059492,204.348090423797,5.92920001015358,23.7168000406143,34.4636091403857,"1854","white"
"190","right",442,457,0.625,-46.1743493548633,73.8789589677813,6.64147452045625,10.62635923273,34.9719637769961,"1854","white"
"191","right",459,474,0.625,56.1687004692098,89.8699207507357,6.46693261344761,10.3470921815162,34.9021935162017,"1854","white"
"192","right",477,487,0.416666666666667,-35.7667217326975,85.840132158474,4.00744160770218,9.61785985848524,35.5070241572512,"1854","white"
"193","right",498,505,0.291666666666667,-37.0214977351932,126.930849377805,3.81833071864918,13.0914196067972,36.7291262037604,"1854","white"
"194","right",505,512,0.291666666666667,35.8998567082989,123.085222999882,3.3521090861646,11.4929454382786,36.8752981616959,"1854","white"
"195","right",512,532,0.833333333333333,-37.082278780237,44.4987345362844,5.70027181648766,6.84032617978519,37.2335188381704,"1854","white"
"196","right",536,552,0.666666666666667,18.1135113934921,27.1702670902382,3.64799506125455,5.47199259188182,37.2061430757487,"1854","white"
"197","right",557,574,0.708333333333333,13.1173816712436,18.5186564770497,3.24134014061721,4.57600961028312,37.2184290840087,"1854","white"
"198","right",574,585,0.458333333333333,8.6572462207403,18.8885372088879,4.44414878250256,9.69632461636923,37.5569304960666,"1854","white"
"199","right",592,603,0.458333333333333,3.8592482475252,8.42017799460043,4.43078622271708,9.66716994047363,38.8111766183545,"1854","white"
"200","right",606,620,0.583333333333333,24.581148471195,42.1391116649058,3.54902120814601,6.08403635682173,39.3595834373186,"1854","white"
"201","right",620,628,0.333333333333333,-16.3639804494157,49.091941348247,1.39563524906245,4.18690574718734,39.2470238146767,"1854","white"
"202","right",630,636,0.25,7.08849196671427,28.3539678668571,0.680529748115917,2.72211899246367,39.264625719672,"1854","white"
"203","right",636,665,1.20833333333333,-29.4623453240437,24.3826306130017,3.98490181341458,3.29784977661896,39.3057776252505,"1854","white"
"204","right",681,686,0.208333333333333,3.0288782719552,14.538615705385,0.406797929017843,1.95263005928564,39.2212026551691,"1854","white"
"205","right",686,688,0.0833333333333333,4.19241168863483,50.3089402636179,0.542517338583681,6.51020806300417,39.132916096292,"1854","white"
"206","right",689,694,0.208333333333333,-17.4938574669604,83.9705158414099,1.79075625885556,8.59563004250667,39.1032126544072,"1854","white"
"207","right",694,697,0.125,9.46904862955113,75.752389036409,1.04768983859253,8.38151870874024,38.6394978454732,"1854","white"
"208","right",697,704,0.291666666666667,19.0625715020829,65.3573880071413,1.66168381313492,5.697201645034,38.5684299191206,"1854","white"
"209","right",704,723,0.791666666666667,-7.31441614771985,9.23926250238296,5.22177502934378,6.5959263528553,38.5775429002198,"1854","white"
"210","right",725,744,0.791666666666667,12.6243298597166,15.9465219280631,4.52721755185433,5.71859059181599,38.5707816415488,"1854","white"
"211","right",744,758,0.583333333333333,-10.2480792865283,17.5681359197628,4.98987867881358,8.554077735109,38.504418680719,"1854","white"
"212","right",761,771,0.416666666666667,6.58865933342367,15.8127824002168,1.30224678389042,3.12539228133701,38.466268633247,"1854","white"
"213","right",777,779,0.0833333333333333,0.62674500341323,7.52094004095876,0.554954336222212,6.65945203466654,38.714146730909,"1854","white"
"214","right",781,784,0.125,-2.05493938874782,16.4395151099826,0.383557237171637,3.06845789737309,38.7194984393963,"1854","white"
"215","right",786,793,0.291666666666667,0.726622134101234,2.49127588834709,4.07181320021241,13.9605024007282,38.6724484577755,"1854","white"
