pt1_dltres,pt2_dltres,pt3_dltres,pt4_dltres,pt5_dltres,pt6_dltres,pt7_dltres,pt8_dltres,pt9_dltres,pt10_dltres,pt11_dltres,pt12_dltres
2.636751,3.663143,6.408874,2.732872,2.638262,2.109344,5.381586,6.024307,2.855349,2.209054,0.698414,1.579978
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.763404,3.406272,4.275641,2.443954,2.215438,0.921232,1.477051,3.336181,3.813039,3.759709,0.195912,1.593759
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.525651,2.729898,5.848601,3.049474,1.635092,0.918909,1.625082,2.795119,2.216916,1.152605,0.870425,2.369447
3.138647,2.601433,5.320822,3.050474,2.193094,2.031625,2.543413,2.913833,1.864033,0.898462,0.136231,0.856271
2.758615,4.726335,5.947132,4.174486,3.633838,3.267273,3.513852,3.191930,1.765675,0.891165,1.014222,1.028757
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.663071,3.836804,5.174343,2.506709,3.291125,3.580222,3.439169,3.723981,3.116992,2.750861,0.720336,2.407165
2.379136,4.198043,5.273194,2.378249,3.739174,3.703768,3.825582,3.243095,3.040689,2.582067,0.671670,2.903512
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.044674,3.380805,4.742542,2.920487,3.471000,3.014963,4.909185,3.018737,3.404828,2.953922,0.835962,3.790607
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.274619,4.761558,5.131951,3.251639,3.193887,1.795871,6.233451,3.193360,3.400782,2.036722,0.718127,2.599362
4.212897,4.591646,5.188447,3.371377,2.401143,1.964804,5.963244,3.370361,3.103217,2.757721,0.238220,3.003153
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
