5.2591,13.999,-19.21,10.545
19.245,-14.132,-4.9919,-1.2229
-0.68849,-0.19049,-0.9943,-7.3117
981.53,986.52,985,1076.8
-3.7609,4.7834,-1.3167,0.83524
3.2281,1.5635,-5.7114,10.462
17.488,17.741,17.37,-4.1482
316.63,306.38,417.67,528.18
-0.0065957,0.0082725,-0.0016539,-9.2887e-05
0.0057724,0.002944,-0.0085764,-0.00033259
-0.00073077,-0.00020955,-0.00080513,-0.0068001
